CMDLINE /Users/kanavanand/venv/bin/python3 main.py
MEM 94.734375 1557307107.4996
MEM 94.734375 1557307107.6085
MEM 94.734375 1557307107.7209
MEM 94.734375 1557307107.8315
MEM 94.734375 1557307107.9436
MEM 94.734375 1557307108.0571
MEM 94.734375 1557307108.1701
MEM 94.734375 1557307108.2785
MEM 94.734375 1557307108.3883
MEM 94.734375 1557307108.4995
MEM 94.734375 1557307108.6124
MEM 94.734375 1557307108.7247
MEM 94.734375 1557307108.8366
MEM 94.734375 1557307108.9481
MEM 94.734375 1557307109.0579
MEM 94.734375 1557307109.1698
MEM 94.734375 1557307109.2792
MEM 94.734375 1557307109.3911
MEM 94.734375 1557307109.5048
MEM 94.734375 1557307109.6166
MEM 94.734375 1557307109.7286
MEM 94.734375 1557307109.8382
MEM 94.734375 1557307109.9513
MEM 94.734375 1557307110.0592
MEM 94.734375 1557307110.1687
MEM 94.734375 1557307110.2790
MEM 94.734375 1557307110.3921
MEM 94.734375 1557307110.5014
MEM 94.734375 1557307110.6134
MEM 94.734375 1557307110.7248
MEM 94.734375 1557307110.8377
MEM 94.734375 1557307110.9522
MEM 94.734375 1557307111.0640
MEM 94.734375 1557307111.1788
MEM 94.734375 1557307111.2933
MEM 94.734375 1557307111.4017
MEM 94.734375 1557307111.5107
MEM 94.734375 1557307111.6204
MEM 94.734375 1557307111.7290
MEM 94.734375 1557307111.8423
MEM 94.734375 1557307111.9515
MEM 94.734375 1557307112.0619
MEM 94.734375 1557307112.1712
MEM 94.734375 1557307112.2844
MEM 94.734375 1557307112.3974
MEM 94.734375 1557307112.5085
MEM 94.734375 1557307112.6216
MEM 94.734375 1557307112.7319
MEM 94.734375 1557307112.8426
MEM 94.734375 1557307112.9580
MEM 94.734375 1557307113.0690
MEM 94.734375 1557307113.1811
MEM 94.734375 1557307113.2943
MEM 94.734375 1557307113.4024
MEM 94.734375 1557307113.5163
MEM 94.734375 1557307113.6294
MEM 94.734375 1557307113.7421
MEM 94.734375 1557307113.8550
MEM 94.734375 1557307113.9694
MEM 94.734375 1557307114.0823
MEM 94.734375 1557307114.1953
MEM 94.734375 1557307114.3081
MEM 94.734375 1557307114.4183
MEM 94.734375 1557307114.5323
MEM 94.734375 1557307114.6440
MEM 94.734375 1557307114.7561
MEM 94.734375 1557307114.8614
MEM 94.734375 1557307114.9707
MEM 94.734375 1557307115.0844
MEM 94.734375 1557307115.1982
MEM 94.734375 1557307115.3098
MEM 94.734375 1557307115.4208
MEM 94.734375 1557307115.5366
MEM 94.734375 1557307115.6453
MEM 94.734375 1557307115.7563
MEM 94.734375 1557307115.8654
MEM 94.734375 1557307115.9786
MEM 94.734375 1557307116.0902
MEM 94.734375 1557307116.2031
MEM 94.734375 1557307116.3161
MEM 94.734375 1557307116.4292
MEM 94.734375 1557307116.5371
MEM 94.734375 1557307116.6450
MEM 94.734375 1557307116.7564
MEM 94.734375 1557307116.8667
MEM 94.734375 1557307116.9806
MEM 94.734375 1557307117.0936
MEM 94.734375 1557307117.2021
MEM 94.734375 1557307117.3147
MEM 94.734375 1557307117.4254
MEM 94.734375 1557307117.5382
MEM 94.734375 1557307117.6495
MEM 94.734375 1557307117.7600
MEM 94.734375 1557307117.8672
MEM 94.734375 1557307117.9774
MEM 94.734375 1557307118.0857
MEM 94.734375 1557307118.1945
MEM 94.734375 1557307118.3088
MEM 94.734375 1557307118.4181
MEM 94.734375 1557307118.5300
MEM 94.734375 1557307118.6450
MEM 94.734375 1557307118.7567
MEM 94.734375 1557307118.8680
MEM 94.734375 1557307118.9812
MEM 94.734375 1557307119.0940
MEM 94.734375 1557307119.2043
MEM 94.734375 1557307119.3175
MEM 94.734375 1557307119.4284
MEM 94.734375 1557307119.5414
MEM 94.734375 1557307119.6498
MEM 94.734375 1557307119.7619
MEM 94.734375 1557307119.8740
MEM 94.734375 1557307119.9836
MEM 94.734375 1557307120.0982
MEM 94.734375 1557307120.2127
MEM 94.734375 1557307120.3223
MEM 94.734375 1557307120.4344
MEM 94.734375 1557307120.5445
MEM 94.734375 1557307120.6528
MEM 94.734375 1557307120.7655
MEM 94.734375 1557307120.8822
MEM 94.734375 1557307120.9937
MEM 94.734375 1557307121.1057
MEM 94.734375 1557307121.2184
MEM 94.734375 1557307121.3270
MEM 94.734375 1557307121.4382
MEM 94.734375 1557307121.5465
MEM 94.734375 1557307121.6623
MEM 94.734375 1557307121.7744
MEM 94.734375 1557307121.8875
MEM 94.734375 1557307121.9956
MEM 94.734375 1557307122.1081
MEM 94.734375 1557307122.2211
MEM 94.734375 1557307122.3322
MEM 94.734375 1557307122.4418
MEM 94.734375 1557307122.5472
MEM 94.734375 1557307122.6565
MEM 94.734375 1557307122.7704
MEM 94.734375 1557307122.8841
MEM 94.734375 1557307122.9962
MEM 94.734375 1557307123.1083
MEM 94.734375 1557307123.2216
MEM 94.734375 1557307123.3355
MEM 94.734375 1557307123.4486
MEM 94.734375 1557307123.5582
MEM 94.734375 1557307123.6712
MEM 94.738281 1557307123.7800
MEM 95.085938 1557307123.8923
MEM 96.843750 1557307124.0056
MEM 97.355469 1557307124.1143
MEM 99.136719 1557307124.2276
MEM 100.304688 1557307124.3341
MEM 100.488281 1557307124.4449
MEM 100.792969 1557307124.5522
MEM 101.277344 1557307124.6585
MEM 102.359375 1557307124.7642
MEM 102.906250 1557307124.8735
MEM 103.578125 1557307124.9819
MEM 103.750000 1557307125.0901
MEM 104.183594 1557307125.2000
MEM 104.582031 1557307125.3242
MEM 105.035156 1557307125.4312
MEM 106.078125 1557307125.5397
MEM 106.472656 1557307125.6478
MEM 107.082031 1557307125.7577
MEM 107.441406 1557307125.8677
MEM 108.453125 1557307125.9753
MEM 109.046875 1557307126.0857
MEM 109.320312 1557307126.1953
MEM 109.601562 1557307126.3027
MEM 109.968750 1557307126.4108
MEM 110.382812 1557307126.5196
MEM 110.750000 1557307126.6288
MEM 111.359375 1557307126.7366
MEM 111.921875 1557307126.8473
MEM 112.503906 1557307126.9579
MEM 112.945312 1557307127.0669
MEM 113.476562 1557307127.1769
MEM 113.746094 1557307127.2831
MEM 114.203125 1557307127.3890
MEM 114.542969 1557307127.4966
MEM 115.050781 1557307127.6019
MEM 115.402344 1557307127.7093
MEM 115.847656 1557307127.8162
MEM 116.257812 1557307127.9254
MEM 116.773438 1557307128.0307
MEM 117.296875 1557307128.1371
MEM 117.765625 1557307128.2455
MEM 117.117188 1557307128.3537
MEM 117.902344 1557307128.4630
MEM 119.058594 1557307128.5716
MEM 120.453125 1557307128.6812
MEM 121.421875 1557307128.7902
MEM 122.558594 1557307128.8995
MEM 123.863281 1557307129.0107
MEM 124.777344 1557307129.1206
MEM 125.828125 1557307129.2297
MEM 126.699219 1557307129.3383
MEM 127.898438 1557307129.4453
MEM 129.082031 1557307129.5549
MEM 130.097656 1557307129.6643
MEM 131.308594 1557307129.7738
MEM 132.480469 1557307129.8856
MEM 133.519531 1557307129.9908
MEM 134.515625 1557307130.0995
MEM 135.878906 1557307130.2088
MEM 137.070312 1557307130.3182
MEM 138.234375 1557307130.4277
MEM 139.285156 1557307130.5323
MEM 140.613281 1557307130.6418
MEM 141.714844 1557307130.7513
MEM 142.800781 1557307130.8609
MEM 144.437500 1557307130.9688
MEM 145.140625 1557307131.0761
MEM 145.949219 1557307131.1840
MEM 147.015625 1557307131.2922
MEM 147.800781 1557307131.3989
MEM 148.910156 1557307131.5038
MEM 149.753906 1557307131.6142
MEM 151.902344 1557307131.7194
MEM 152.812500 1557307131.8259
MEM 153.640625 1557307131.9345
MEM 154.625000 1557307132.0401
MEM 155.417969 1557307132.1480
MEM 156.070312 1557307132.2566
MEM 156.285156 1557307132.3653
MEM 157.117188 1557307132.4753
MEM 158.121094 1557307132.5839
MEM 159.468750 1557307132.6925
MEM 160.398438 1557307132.8001
MEM 161.113281 1557307132.9066
MEM 162.128906 1557307133.0161
MEM 163.054688 1557307133.1217
MEM 164.046875 1557307133.2299
MEM 164.710938 1557307133.3434
MEM 165.777344 1557307133.4533
MEM 171.792969 1557307133.5606
MEM 172.574219 1557307133.6689
MEM 173.117188 1557307133.7769
MEM 174.191406 1557307133.8862
MEM 174.937500 1557307133.9930
MEM 176.023438 1557307134.1024
MEM 176.613281 1557307134.2089
MEM 177.265625 1557307134.3210
MEM 178.750000 1557307134.4273
MEM 180.050781 1557307134.5357
MEM 181.000000 1557307134.6416
MEM 181.773438 1557307134.7520
MEM 182.617188 1557307134.8575
MEM 183.140625 1557307134.9692
MEM 183.558594 1557307135.0803
MEM 184.480469 1557307135.1906
MEM 185.585938 1557307135.3020
MEM 186.394531 1557307135.4095
MEM 187.093750 1557307135.5163
MEM 188.632812 1557307135.6257
MEM 189.636719 1557307135.7330
MEM 190.488281 1557307135.8414
MEM 191.433594 1557307135.9492
MEM 192.601562 1557307136.0563
MEM 193.500000 1557307136.1657
MEM 194.820312 1557307136.2750
MEM 195.925781 1557307136.3845
MEM 197.046875 1557307136.4938
MEM 198.121094 1557307136.5991
MEM 199.023438 1557307136.7043
MEM 200.558594 1557307136.8136
MEM 201.234375 1557307136.9230
MEM 202.230469 1557307137.0324
MEM 203.324219 1557307137.1419
MEM 204.429688 1557307137.2463
MEM 205.460938 1557307137.3522
MEM 206.417969 1557307137.4616
MEM 207.796875 1557307137.5709
MEM 209.214844 1557307137.6797
MEM 210.109375 1557307137.7874
MEM 211.398438 1557307137.8945
MEM 212.632812 1557307138.0039
MEM 213.761719 1557307138.1107
MEM 214.781250 1557307138.2197
MEM 215.863281 1557307138.3259
MEM 216.687500 1557307138.4314
MEM 217.707031 1557307138.5384
MEM 219.140625 1557307138.6477
MEM 220.222656 1557307138.7571
MEM 221.558594 1557307138.8651
MEM 222.324219 1557307138.9734
MEM 222.695312 1557307139.0842
MEM 223.558594 1557307139.1896
MEM 224.500000 1557307139.3007
MEM 225.265625 1557307139.4067
MEM 225.812500 1557307139.5173
MEM 227.734375 1557307139.6243
MEM 229.015625 1557307139.7355
MEM 230.039062 1557307139.8409
MEM 231.539062 1557307139.9474
MEM 232.347656 1557307140.0570
MEM 233.484375 1557307140.1640
MEM 235.089844 1557307140.2704
MEM 236.203125 1557307140.3818
MEM 237.046875 1557307140.4905
MEM 238.042969 1557307140.6005
MEM 239.054688 1557307140.7099
MEM 240.160156 1557307140.8147
MEM 241.097656 1557307140.9239
MEM 242.132812 1557307141.0329
MEM 243.179688 1557307141.1403
MEM 244.273438 1557307141.2514
MEM 245.222656 1557307141.3606
MEM 246.566406 1557307141.4699
MEM 247.535156 1557307141.5752
MEM 248.289062 1557307141.6845
MEM 249.527344 1557307141.7940
MEM 250.367188 1557307141.8993
MEM 251.265625 1557307142.0112
MEM 252.484375 1557307142.1171
MEM 253.789062 1557307142.2273
MEM 254.535156 1557307142.3327
MEM 255.562500 1557307142.4423
MEM 256.851562 1557307142.5476
MEM 258.101562 1557307142.6569
MEM 259.062500 1557307142.7613
MEM 260.445312 1557307142.8706
MEM 262.550781 1557307142.9791
MEM 263.863281 1557307143.0885
MEM 264.757812 1557307143.1958
MEM 265.867188 1557307143.3051
MEM 267.816406 1557307143.4116
MEM 269.148438 1557307143.5204
MEM 270.324219 1557307143.6298
MEM 271.523438 1557307143.7392
MEM 272.675781 1557307143.8482
MEM 273.777344 1557307143.9567
MEM 274.851562 1557307144.0626
MEM 276.082031 1557307144.1684
MEM 277.367188 1557307144.2776
MEM 278.570312 1557307144.3869
MEM 332.691406 1557307144.4921
MEM 432.816406 1557307144.6006
MEM 434.363281 1557307144.7057
MEM 436.480469 1557307144.8108
MEM 438.976562 1557307144.9196
MEM 359.187500 1557307145.0293
MEM 358.187500 1557307145.1338
MEM 358.187500 1557307145.2405
MEM 358.187500 1557307145.3456
MEM 358.187500 1557307145.4500
MEM 358.187500 1557307145.5592
MEM 358.187500 1557307145.6682
MEM 358.187500 1557307145.7730
MEM 358.187500 1557307145.8813
MEM 358.187500 1557307145.9880
MEM 358.191406 1557307146.0966
MEM 358.199219 1557307146.2016
MEM 358.203125 1557307146.3067
MEM 358.207031 1557307146.4111
MEM 358.207031 1557307146.5161
MEM 358.207031 1557307146.6223
MEM 209.511719 1557307146.7324
MEM 209.511719 1557307146.8459
MEM 209.511719 1557307146.9591
MEM 209.511719 1557307147.0701
MEM 209.511719 1557307147.1832
MEM 209.511719 1557307147.2921
MEM 209.511719 1557307147.3982
MEM 209.511719 1557307147.5114
MEM 209.511719 1557307147.6245
MEM 209.511719 1557307147.7374
MEM 209.511719 1557307147.8465
MEM 209.511719 1557307147.9594
MEM 209.511719 1557307148.0725
MEM 209.511719 1557307148.1856
MEM 209.511719 1557307148.2986
MEM 209.511719 1557307148.4099
MEM 209.511719 1557307148.5208
MEM 209.511719 1557307148.6344
MEM 209.511719 1557307148.7443
MEM 209.511719 1557307148.8573
MEM 209.511719 1557307148.9703
MEM 209.511719 1557307149.0827
MEM 209.511719 1557307149.1934
MEM 209.511719 1557307149.3064
MEM 209.511719 1557307149.4166
MEM 209.511719 1557307149.5282
MEM 209.511719 1557307149.6413
MEM 209.511719 1557307149.7543
MEM 209.511719 1557307149.8670
MEM 209.511719 1557307149.9801
MEM 209.511719 1557307150.0917
MEM 209.511719 1557307150.2033
MEM 209.511719 1557307150.3164
MEM 209.511719 1557307150.4244
MEM 209.511719 1557307150.5336
MEM 209.511719 1557307150.6461
MEM 209.511719 1557307150.7563
MEM 209.511719 1557307150.8692
MEM 209.511719 1557307150.9823
MEM 209.511719 1557307151.0954
MEM 209.511719 1557307151.2085
MEM 209.511719 1557307151.3215
MEM 209.511719 1557307151.4324
MEM 209.511719 1557307151.5421
MEM 209.511719 1557307151.6554
MEM 209.511719 1557307151.7684
MEM 209.511719 1557307151.8816
MEM 209.511719 1557307151.9947
MEM 209.511719 1557307152.1077
MEM 209.511719 1557307152.2184
MEM 209.511719 1557307152.3295
MEM 209.511719 1557307152.4377
MEM 209.511719 1557307152.5484
MEM 209.511719 1557307152.6614
MEM 209.511719 1557307152.7716
MEM 209.511719 1557307152.8796
MEM 209.511719 1557307152.9927
MEM 209.511719 1557307153.1057
MEM 209.511719 1557307153.2188
MEM 209.511719 1557307153.3318
MEM 209.511719 1557307153.4404
MEM 209.511719 1557307153.5496
MEM 209.511719 1557307153.6592
MEM 209.511719 1557307153.7703
MEM 209.511719 1557307153.8835
MEM 209.511719 1557307153.9943
MEM 209.511719 1557307154.1072
MEM 209.511719 1557307154.2202
MEM 209.511719 1557307154.3331
MEM 209.511719 1557307154.4461
MEM 209.511719 1557307154.5592
MEM 209.511719 1557307154.6701
MEM 209.511719 1557307154.7831
MEM 209.511719 1557307154.8962
MEM 209.511719 1557307155.0084
MEM 209.511719 1557307155.1199
MEM 209.511719 1557307155.2309
MEM 209.511719 1557307155.3440
MEM 209.511719 1557307155.4526
MEM 209.511719 1557307155.5657
MEM 209.511719 1557307155.6775
MEM 209.511719 1557307155.7906
MEM 209.511719 1557307155.9036
MEM 209.511719 1557307156.0165
MEM 209.511719 1557307156.1297
MEM 209.511719 1557307156.2428
MEM 209.511719 1557307156.3560
MEM 209.511719 1557307156.4691
MEM 209.511719 1557307156.5812
MEM 209.511719 1557307156.6916
MEM 209.511719 1557307156.7992
MEM 209.511719 1557307156.9066
MEM 209.511719 1557307157.0184
MEM 209.511719 1557307157.1316
MEM 209.511719 1557307157.2421
MEM 209.511719 1557307157.3539
MEM 209.511719 1557307157.4634
MEM 209.511719 1557307157.5718
MEM 209.511719 1557307157.6850
MEM 209.511719 1557307157.7975
MEM 209.511719 1557307157.9095
MEM 209.511719 1557307158.0214
MEM 209.511719 1557307158.1337
MEM 209.511719 1557307158.2458
MEM 209.511719 1557307158.3579
MEM 209.511719 1557307158.4685
MEM 209.511719 1557307158.5791
MEM 209.511719 1557307158.6923
MEM 209.511719 1557307158.8015
MEM 209.511719 1557307158.9101
MEM 209.511719 1557307159.0213
MEM 209.511719 1557307159.1294
MEM 209.511719 1557307159.2390
MEM 209.511719 1557307159.3472
MEM 209.511719 1557307159.4603
MEM 209.511719 1557307159.5736
MEM 209.511719 1557307159.6824
MEM 209.511719 1557307159.7907
MEM 209.511719 1557307159.9028
MEM 209.511719 1557307160.0148
MEM 209.511719 1557307160.1270
MEM 209.511719 1557307160.2391
MEM 209.511719 1557307160.3511
MEM 209.511719 1557307160.4631
MEM 209.511719 1557307160.5717
MEM 209.511719 1557307160.6799
MEM 209.511719 1557307160.7906
MEM 209.511719 1557307160.9039
MEM 209.511719 1557307161.0156
MEM 209.511719 1557307161.1244
MEM 209.511719 1557307161.2344
MEM 209.511719 1557307161.3438
MEM 209.511719 1557307161.4559
MEM 209.511719 1557307161.5680
MEM 209.511719 1557307161.6768
MEM 209.511719 1557307161.7900
MEM 209.511719 1557307161.9033
MEM 209.511719 1557307162.0120
MEM 209.511719 1557307162.1206
MEM 209.511719 1557307162.2312
MEM 209.511719 1557307162.3447
MEM 209.511719 1557307162.4536
MEM 209.511719 1557307162.5668
MEM 209.511719 1557307162.6800
MEM 209.511719 1557307162.7897
MEM 209.511719 1557307162.9029
MEM 209.511719 1557307163.0163
MEM 209.511719 1557307163.1264
MEM 209.511719 1557307163.2395
MEM 209.511719 1557307163.3529
MEM 209.511719 1557307163.4623
MEM 209.511719 1557307163.5754
MEM 209.511719 1557307163.6887
MEM 209.511719 1557307163.8019
MEM 209.511719 1557307163.9138
MEM 209.511719 1557307164.0260
MEM 209.511719 1557307164.1349
MEM 209.511719 1557307164.2482
MEM 209.511719 1557307164.3619
MEM 209.511719 1557307164.4743
MEM 209.511719 1557307164.5875
MEM 209.511719 1557307164.6984
MEM 209.511719 1557307164.8077
MEM 209.511719 1557307164.9210
MEM 209.511719 1557307165.0342
MEM 209.511719 1557307165.1468
MEM 209.511719 1557307165.2554
MEM 209.511719 1557307165.3690
MEM 209.511719 1557307165.4820
MEM 209.511719 1557307165.5950
MEM 209.511719 1557307165.7072
MEM 209.511719 1557307165.8164
MEM 209.511719 1557307165.9275
MEM 209.511719 1557307166.0356
MEM 209.511719 1557307166.1475
MEM 209.511719 1557307166.2581
MEM 209.511719 1557307166.3688
MEM 209.511719 1557307166.4819
MEM 209.511719 1557307166.5952
MEM 209.511719 1557307166.7078
MEM 209.511719 1557307166.8199
MEM 209.511719 1557307166.9320
MEM 209.511719 1557307167.0403
MEM 209.511719 1557307167.1486
MEM 209.511719 1557307167.2570
MEM 209.511719 1557307167.3661
MEM 209.511719 1557307167.4735
MEM 209.511719 1557307167.5867
MEM 209.511719 1557307167.6998
MEM 209.511719 1557307167.8114
MEM 209.511719 1557307167.9229
MEM 209.511719 1557307168.0332
MEM 209.511719 1557307168.1462
MEM 209.511719 1557307168.2570
MEM 209.511719 1557307168.3688
MEM 209.511719 1557307168.4770
MEM 209.511719 1557307168.5858
MEM 209.511719 1557307168.6994
MEM 209.511719 1557307168.8057
MEM 209.511719 1557307168.9166
MEM 209.511719 1557307169.0260
MEM 209.511719 1557307169.1393
MEM 209.511719 1557307169.2499
MEM 209.511719 1557307169.3629
MEM 209.511719 1557307169.4761
