CMDLINE /Users/kanavanand/venv/bin/python3 main.py
CHLD 2 24.933594 1557307455.3911
CHLD 3 24.949219 1557307455.3911
CHLD 4 24.867188 1557307455.3911
CHLD 5 24.906250 1557307455.3911
CHLD 6 24.960938 1557307455.3912
CHLD 7 24.917969 1557307455.3912
MEM 391.527344 1557307455.4955
CHLD 0 24.976562 1557307455.5036
CHLD 1 24.929688 1557307455.5037
CHLD 2 24.933594 1557307455.5037
CHLD 3 24.949219 1557307455.5037
CHLD 4 24.867188 1557307455.5037
CHLD 5 24.906250 1557307455.5038
CHLD 6 25.253906 1557307455.5038
CHLD 7 25.214844 1557307455.5038
MEM 391.574219 1557307455.6042
CHLD 0 24.976562 1557307455.6111
CHLD 1 24.929688 1557307455.6112
CHLD 2 24.933594 1557307455.6112
CHLD 3 24.949219 1557307455.6112
CHLD 4 25.160156 1557307455.6112
CHLD 5 25.199219 1557307455.6112
CHLD 6 25.253906 1557307455.6113
CHLD 7 25.214844 1557307455.6113
MEM 391.660156 1557307455.7156
CHLD 0 24.976562 1557307455.7225
CHLD 1 24.929688 1557307455.7226
CHLD 2 25.230469 1557307455.7226
CHLD 3 25.242188 1557307455.7226
CHLD 4 25.160156 1557307455.7227
CHLD 5 25.199219 1557307455.7227
CHLD 6 25.253906 1557307455.7228
CHLD 7 25.214844 1557307455.7228
MEM 391.820312 1557307455.8249
CHLD 0 25.273438 1557307455.8347
CHLD 1 25.222656 1557307455.8348
CHLD 2 25.230469 1557307455.8348
CHLD 3 25.242188 1557307455.8348
CHLD 4 25.160156 1557307455.8348
CHLD 5 25.199219 1557307455.8349
CHLD 6 25.253906 1557307455.8349
CHLD 7 25.214844 1557307455.8349
MEM 391.546875 1557307455.9354
CHLD 0 25.273438 1557307455.9426
CHLD 1 25.222656 1557307455.9426
CHLD 2 25.230469 1557307455.9426
CHLD 3 25.242188 1557307455.9427
CHLD 4 25.160156 1557307455.9427
CHLD 5 25.199219 1557307455.9427
CHLD 6 25.546875 1557307455.9427
CHLD 7 25.511719 1557307455.9428
MEM 391.820312 1557307456.0448
CHLD 0 25.273438 1557307456.0513
CHLD 1 25.222656 1557307456.0513
CHLD 2 25.230469 1557307456.0514
CHLD 3 25.242188 1557307456.0514
CHLD 4 25.453125 1557307456.0514
CHLD 5 25.492188 1557307456.0514
CHLD 6 25.546875 1557307456.0514
CHLD 7 25.511719 1557307456.0515
MEM 391.820312 1557307456.1524
CHLD 0 25.273438 1557307456.1591
CHLD 1 25.222656 1557307456.1591
CHLD 2 25.230469 1557307456.1591
CHLD 3 25.539062 1557307456.1591
CHLD 4 25.453125 1557307456.1592
CHLD 5 25.492188 1557307456.1592
CHLD 6 25.546875 1557307456.1592
CHLD 7 25.511719 1557307456.1592
MEM 391.835938 1557307456.2621
CHLD 0 25.273438 1557307456.2693
CHLD 1 25.519531 1557307456.2693
CHLD 2 25.527344 1557307456.2693
CHLD 3 25.539062 1557307456.2694
CHLD 4 25.453125 1557307456.2694
CHLD 5 25.492188 1557307456.2694
CHLD 6 25.546875 1557307456.2694
CHLD 7 25.511719 1557307456.2694
MEM 391.820312 1557307456.3725
CHLD 0 25.566406 1557307456.3826
CHLD 1 25.519531 1557307456.3826
CHLD 2 25.527344 1557307456.3827
CHLD 3 25.539062 1557307456.3827
CHLD 4 25.453125 1557307456.3827
CHLD 5 25.492188 1557307456.3827
CHLD 6 25.546875 1557307456.3827
CHLD 7 25.804688 1557307456.3828
MEM 391.820312 1557307456.4848
CHLD 0 25.566406 1557307456.4914
CHLD 1 25.519531 1557307456.4914
CHLD 2 25.527344 1557307456.4915
CHLD 3 25.539062 1557307456.4915
CHLD 4 25.453125 1557307456.4915
CHLD 5 25.785156 1557307456.4915
CHLD 6 25.839844 1557307456.4915
CHLD 7 25.804688 1557307456.4916
MEM 391.820312 1557307456.5932
CHLD 0 25.566406 1557307456.6032
CHLD 1 25.519531 1557307456.6033
CHLD 2 25.527344 1557307456.6033
CHLD 3 25.832031 1557307456.6033
CHLD 4 25.750000 1557307456.6033
CHLD 5 25.785156 1557307456.6034
CHLD 6 25.839844 1557307456.6034
CHLD 7 25.804688 1557307456.6034
MEM 391.820312 1557307456.7056
CHLD 0 25.566406 1557307456.7128
CHLD 1 25.816406 1557307456.7129
CHLD 2 25.820312 1557307456.7129
CHLD 3 25.832031 1557307456.7129
CHLD 4 25.750000 1557307456.7129
CHLD 5 25.785156 1557307456.7130
CHLD 6 25.839844 1557307456.7130
CHLD 7 25.804688 1557307456.7130
MEM 391.820312 1557307456.8145
CHLD 0 25.859375 1557307456.8250
CHLD 1 25.816406 1557307456.8251
CHLD 2 25.820312 1557307456.8251
CHLD 3 25.832031 1557307456.8251
CHLD 4 25.750000 1557307456.8252
CHLD 5 25.785156 1557307456.8252
CHLD 6 25.839844 1557307456.8252
CHLD 7 26.097656 1557307456.8252
MEM 391.820312 1557307456.9275
CHLD 0 25.859375 1557307456.9354
CHLD 1 25.816406 1557307456.9354
CHLD 2 25.820312 1557307456.9354
CHLD 3 25.832031 1557307456.9355
CHLD 4 25.750000 1557307456.9355
CHLD 5 26.078125 1557307456.9355
CHLD 6 26.132812 1557307456.9355
CHLD 7 26.097656 1557307456.9355
MEM 391.820312 1557307457.0360
CHLD 0 25.859375 1557307457.0439
CHLD 1 25.816406 1557307457.0440
CHLD 2 25.820312 1557307457.0442
CHLD 3 26.125000 1557307457.0443
CHLD 4 26.042969 1557307457.0444
CHLD 5 26.078125 1557307457.0445
CHLD 6 26.132812 1557307457.0446
CHLD 7 26.097656 1557307457.0447
MEM 391.824219 1557307457.1453
CHLD 0 25.859375 1557307457.1546
CHLD 1 26.109375 1557307457.1546
CHLD 2 26.113281 1557307457.1546
CHLD 3 26.125000 1557307457.1547
CHLD 4 26.042969 1557307457.1547
CHLD 5 26.078125 1557307457.1547
CHLD 6 26.132812 1557307457.1547
CHLD 7 26.097656 1557307457.1547
MEM 391.824219 1557307457.2601
CHLD 0 26.152344 1557307457.2711
CHLD 1 26.109375 1557307457.2711
CHLD 2 26.113281 1557307457.2712
CHLD 3 26.125000 1557307457.2713
CHLD 4 26.042969 1557307457.2713
CHLD 5 26.078125 1557307457.2714
CHLD 6 26.382812 1557307457.2715
CHLD 7 26.468750 1557307457.2716
MEM 391.824219 1557307457.3725
CHLD 0 26.152344 1557307457.3802
CHLD 1 26.109375 1557307457.3803
CHLD 2 26.113281 1557307457.3803
CHLD 3 26.125000 1557307457.3803
CHLD 4 26.042969 1557307457.3804
CHLD 5 26.449219 1557307457.3804
CHLD 6 26.507812 1557307457.3804
CHLD 7 26.468750 1557307457.3804
MEM 391.824219 1557307457.4818
CHLD 0 26.152344 1557307457.4927
CHLD 1 26.109375 1557307457.4928
CHLD 2 26.113281 1557307457.4928
CHLD 3 26.488281 1557307457.4928
CHLD 4 26.417969 1557307457.4928
CHLD 5 26.449219 1557307457.4929
CHLD 6 26.507812 1557307457.4929
CHLD 7 26.468750 1557307457.4929
MEM 391.824219 1557307457.5958
CHLD 0 26.152344 1557307457.6033
CHLD 1 26.480469 1557307457.6033
CHLD 2 26.476562 1557307457.6034
CHLD 3 26.488281 1557307457.6034
CHLD 4 26.417969 1557307457.6034
CHLD 5 26.449219 1557307457.6034
CHLD 6 26.507812 1557307457.6035
CHLD 7 26.468750 1557307457.6035
MEM 391.824219 1557307457.7065
CHLD 0 26.511719 1557307457.7155
CHLD 1 26.480469 1557307457.7156
CHLD 2 26.476562 1557307457.7156
CHLD 3 26.488281 1557307457.7156
CHLD 4 26.417969 1557307457.7157
CHLD 5 26.449219 1557307457.7157
CHLD 6 26.507812 1557307457.7157
CHLD 7 26.761719 1557307457.7157
MEM 391.824219 1557307457.8163
CHLD 0 26.511719 1557307457.8256
CHLD 1 26.480469 1557307457.8256
CHLD 2 26.476562 1557307457.8257
CHLD 3 26.488281 1557307457.8257
CHLD 4 26.417969 1557307457.8257
CHLD 5 26.746094 1557307457.8258
CHLD 6 26.800781 1557307457.8258
CHLD 7 26.761719 1557307457.8258
MEM 391.824219 1557307457.9262
CHLD 0 26.511719 1557307457.9375
CHLD 1 26.480469 1557307457.9375
CHLD 2 26.476562 1557307457.9375
CHLD 3 26.785156 1557307457.9376
CHLD 4 26.710938 1557307457.9376
CHLD 5 26.746094 1557307457.9376
CHLD 6 26.800781 1557307457.9376
CHLD 7 26.761719 1557307457.9377
MEM 391.824219 1557307458.0380
CHLD 0 26.511719 1557307458.0444
CHLD 1 26.773438 1557307458.0444
CHLD 2 26.773438 1557307458.0445
CHLD 3 26.785156 1557307458.0445
CHLD 4 26.710938 1557307458.0445
CHLD 5 26.746094 1557307458.0445
CHLD 6 26.800781 1557307458.0445
CHLD 7 26.761719 1557307458.0446
MEM 391.824219 1557307458.1460
CHLD 0 26.804688 1557307458.1538
CHLD 1 26.773438 1557307458.1538
CHLD 2 26.773438 1557307458.1539
CHLD 3 26.785156 1557307458.1539
CHLD 4 26.710938 1557307458.1539
CHLD 5 26.746094 1557307458.1539
CHLD 6 26.800781 1557307458.1540
CHLD 7 27.054688 1557307458.1540
MEM 391.824219 1557307458.2557
CHLD 0 26.804688 1557307458.2635
CHLD 1 26.773438 1557307458.2635
CHLD 2 26.773438 1557307458.2636
CHLD 3 26.785156 1557307458.2636
CHLD 4 26.710938 1557307458.2636
CHLD 5 27.039062 1557307458.2637
CHLD 6 27.093750 1557307458.2637
CHLD 7 27.054688 1557307458.2637
MEM 391.824219 1557307458.3644
CHLD 0 26.804688 1557307458.3716
CHLD 1 26.773438 1557307458.3716
CHLD 2 26.773438 1557307458.3717
CHLD 3 27.078125 1557307458.3717
CHLD 4 27.003906 1557307458.3717
CHLD 5 27.039062 1557307458.3717
CHLD 6 27.093750 1557307458.3718
CHLD 7 27.054688 1557307458.3718
MEM 391.824219 1557307458.4728
CHLD 0 26.804688 1557307458.4805
CHLD 1 27.066406 1557307458.4805
CHLD 2 27.066406 1557307458.4806
CHLD 3 27.078125 1557307458.4806
CHLD 4 27.003906 1557307458.4806
CHLD 5 27.039062 1557307458.4806
CHLD 6 27.093750 1557307458.4806
CHLD 7 27.054688 1557307458.4807
MEM 391.824219 1557307458.5816
CHLD 0 27.097656 1557307458.5890
CHLD 1 27.066406 1557307458.5890
CHLD 2 27.066406 1557307458.5891
CHLD 3 27.078125 1557307458.5891
CHLD 4 27.003906 1557307458.5891
CHLD 5 27.039062 1557307458.5892
CHLD 6 27.093750 1557307458.5892
CHLD 7 27.347656 1557307458.5892
MEM 391.824219 1557307458.6928
CHLD 0 27.097656 1557307458.7016
CHLD 1 27.066406 1557307458.7016
CHLD 2 27.066406 1557307458.7016
CHLD 3 27.078125 1557307458.7017
CHLD 4 27.003906 1557307458.7017
CHLD 5 27.332031 1557307458.7017
CHLD 6 27.386719 1557307458.7017
CHLD 7 27.347656 1557307458.7017
MEM 391.824219 1557307458.8023
CHLD 0 27.097656 1557307458.8115
CHLD 1 27.066406 1557307458.8116
CHLD 2 27.066406 1557307458.8116
CHLD 3 27.371094 1557307458.8116
CHLD 4 27.296875 1557307458.8116
CHLD 5 27.332031 1557307458.8116
CHLD 6 27.386719 1557307458.8117
CHLD 7 27.347656 1557307458.8117
MEM 391.824219 1557307458.9127
CHLD 0 27.097656 1557307458.9228
CHLD 1 27.359375 1557307458.9229
CHLD 2 27.359375 1557307458.9230
CHLD 3 27.371094 1557307458.9231
CHLD 4 27.296875 1557307458.9231
CHLD 5 27.332031 1557307458.9232
CHLD 6 27.386719 1557307458.9232
CHLD 7 27.347656 1557307458.9233
MEM 391.824219 1557307459.0236
CHLD 0 27.394531 1557307459.0304
CHLD 1 27.359375 1557307459.0305
CHLD 2 27.359375 1557307459.0305
CHLD 3 27.371094 1557307459.0305
CHLD 4 27.296875 1557307459.0305
CHLD 5 27.332031 1557307459.0306
CHLD 6 27.386719 1557307459.0306
CHLD 7 27.640625 1557307459.0306
MEM 391.824219 1557307459.1331
CHLD 0 27.394531 1557307459.1432
CHLD 1 27.359375 1557307459.1432
CHLD 2 27.359375 1557307459.1432
CHLD 3 27.371094 1557307459.1433
CHLD 4 27.296875 1557307459.1433
CHLD 5 27.625000 1557307459.1433
CHLD 6 27.679688 1557307459.1433
CHLD 7 27.640625 1557307459.1434
MEM 391.828125 1557307459.2451
CHLD 0 27.394531 1557307459.2548
CHLD 1 27.359375 1557307459.2548
CHLD 2 27.359375 1557307459.2549
CHLD 3 27.664062 1557307459.2549
CHLD 4 27.589844 1557307459.2549
CHLD 5 27.625000 1557307459.2549
CHLD 6 27.679688 1557307459.2550
CHLD 7 27.640625 1557307459.2550
MEM 391.828125 1557307459.3572
CHLD 0 27.394531 1557307459.3642
CHLD 1 27.652344 1557307459.3643
CHLD 2 27.652344 1557307459.3643
CHLD 3 27.664062 1557307459.3643
CHLD 4 27.589844 1557307459.3643
CHLD 5 27.625000 1557307459.3644
CHLD 6 27.679688 1557307459.3644
CHLD 7 27.640625 1557307459.3644
MEM 391.828125 1557307459.4675
CHLD 0 27.687500 1557307459.4750
CHLD 1 27.652344 1557307459.4750
CHLD 2 27.652344 1557307459.4750
CHLD 3 27.664062 1557307459.4751
CHLD 4 27.589844 1557307459.4751
CHLD 5 27.625000 1557307459.4751
CHLD 6 27.679688 1557307459.4752
CHLD 7 27.933594 1557307459.4752
MEM 391.828125 1557307459.5762
CHLD 0 27.687500 1557307459.5833
CHLD 1 27.652344 1557307459.5833
CHLD 2 27.652344 1557307459.5833
CHLD 3 27.664062 1557307459.5834
CHLD 4 27.589844 1557307459.5834
CHLD 5 27.917969 1557307459.5834
CHLD 6 27.972656 1557307459.5834
CHLD 7 27.933594 1557307459.5835
MEM 391.828125 1557307459.6847
CHLD 0 27.687500 1557307459.6924
CHLD 1 27.652344 1557307459.6924
CHLD 2 27.652344 1557307459.6924
CHLD 3 27.957031 1557307459.6925
CHLD 4 27.882812 1557307459.6925
CHLD 5 27.917969 1557307459.6925
CHLD 6 27.972656 1557307459.6925
CHLD 7 27.933594 1557307459.6925
MEM 391.828125 1557307459.7951
CHLD 0 27.687500 1557307459.8045
CHLD 1 27.945312 1557307459.8046
CHLD 2 27.945312 1557307459.8046
CHLD 3 27.957031 1557307459.8046
CHLD 4 27.882812 1557307459.8047
CHLD 5 27.917969 1557307459.8047
CHLD 6 27.972656 1557307459.8047
CHLD 7 27.933594 1557307459.8047
MEM 391.828125 1557307459.9066
CHLD 0 27.980469 1557307459.9143
CHLD 1 27.945312 1557307459.9143
CHLD 2 27.945312 1557307459.9143
CHLD 3 27.957031 1557307459.9143
CHLD 4 27.882812 1557307459.9144
CHLD 5 27.917969 1557307459.9144
CHLD 6 27.972656 1557307459.9144
CHLD 7 28.226562 1557307459.9144
MEM 391.535156 1557307460.0179
CHLD 0 27.980469 1557307460.0249
CHLD 1 27.945312 1557307460.0250
CHLD 2 27.945312 1557307460.0250
CHLD 3 27.957031 1557307460.0250
CHLD 4 27.882812 1557307460.0251
CHLD 5 28.210938 1557307460.0251
CHLD 6 28.265625 1557307460.0251
CHLD 7 28.226562 1557307460.0251
MEM 391.828125 1557307460.1281
CHLD 0 27.980469 1557307460.1355
CHLD 1 27.945312 1557307460.1356
CHLD 2 27.945312 1557307460.1356
CHLD 3 28.250000 1557307460.1356
CHLD 4 28.175781 1557307460.1356
CHLD 5 28.210938 1557307460.1357
CHLD 6 28.265625 1557307460.1357
CHLD 7 28.226562 1557307460.1357
MEM 391.828125 1557307460.2362
CHLD 0 27.980469 1557307460.2447
CHLD 1 27.945312 1557307460.2448
CHLD 2 28.238281 1557307460.2448
CHLD 3 28.250000 1557307460.2449
CHLD 4 28.175781 1557307460.2449
CHLD 5 28.210938 1557307460.2449
CHLD 6 28.265625 1557307460.2450
CHLD 7 28.226562 1557307460.2450
MEM 391.828125 1557307460.3454
CHLD 0 28.273438 1557307460.3522
CHLD 1 28.238281 1557307460.3522
CHLD 2 28.238281 1557307460.3523
CHLD 3 28.250000 1557307460.3523
CHLD 4 28.175781 1557307460.3523
CHLD 5 28.210938 1557307460.3523
CHLD 6 28.265625 1557307460.3524
CHLD 7 28.226562 1557307460.3524
MEM 391.828125 1557307460.4568
CHLD 0 28.273438 1557307460.4633
CHLD 1 28.238281 1557307460.4634
CHLD 2 28.238281 1557307460.4634
CHLD 3 28.250000 1557307460.4634
CHLD 4 28.175781 1557307460.4634
CHLD 5 28.210938 1557307460.4634
CHLD 6 28.558594 1557307460.4635
CHLD 7 28.519531 1557307460.4635
MEM 391.828125 1557307460.5661
CHLD 0 28.273438 1557307460.5767
CHLD 1 28.238281 1557307460.5768
CHLD 2 28.238281 1557307460.5768
CHLD 3 28.250000 1557307460.5769
CHLD 4 28.468750 1557307460.5769
CHLD 5 28.503906 1557307460.5770
CHLD 6 28.558594 1557307460.5770
CHLD 7 28.519531 1557307460.5770
MEM 391.828125 1557307460.6773
CHLD 0 28.273438 1557307460.6842
CHLD 1 28.238281 1557307460.6842
CHLD 2 28.531250 1557307460.6843
CHLD 3 28.542969 1557307460.6843
CHLD 4 28.468750 1557307460.6843
CHLD 5 28.503906 1557307460.6843
CHLD 6 28.558594 1557307460.6843
CHLD 7 28.519531 1557307460.6844
MEM 391.828125 1557307460.7862
CHLD 0 28.566406 1557307460.7954
CHLD 1 28.531250 1557307460.7954
CHLD 2 28.531250 1557307460.7955
CHLD 3 28.542969 1557307460.7955
CHLD 4 28.468750 1557307460.7955
CHLD 5 28.503906 1557307460.7955
CHLD 6 28.558594 1557307460.7955
CHLD 7 28.519531 1557307460.7956
MEM 391.828125 1557307460.8965
CHLD 0 28.566406 1557307460.9035
CHLD 1 28.531250 1557307460.9035
CHLD 2 28.531250 1557307460.9036
CHLD 3 28.542969 1557307460.9036
CHLD 4 28.468750 1557307460.9036
CHLD 5 28.503906 1557307460.9036
CHLD 6 28.851562 1557307460.9036
CHLD 7 28.812500 1557307460.9037
MEM 391.828125 1557307461.0080
CHLD 0 28.566406 1557307461.0181
CHLD 1 28.531250 1557307461.0181
CHLD 2 28.531250 1557307461.0182
CHLD 3 28.542969 1557307461.0182
CHLD 4 28.761719 1557307461.0182
CHLD 5 28.796875 1557307461.0182
CHLD 6 28.851562 1557307461.0182
CHLD 7 28.812500 1557307461.0183
MEM 391.828125 1557307461.1221
CHLD 0 28.566406 1557307461.1294
CHLD 1 28.531250 1557307461.1294
CHLD 2 28.824219 1557307461.1295
CHLD 3 28.835938 1557307461.1295
CHLD 4 28.761719 1557307461.1295
CHLD 5 28.796875 1557307461.1295
CHLD 6 28.851562 1557307461.1295
CHLD 7 28.812500 1557307461.1296
MEM 391.828125 1557307461.2330
CHLD 0 28.859375 1557307461.2409
CHLD 1 28.824219 1557307461.2409
CHLD 2 28.824219 1557307461.2409
CHLD 3 28.835938 1557307461.2410
CHLD 4 28.761719 1557307461.2410
CHLD 5 28.796875 1557307461.2410
CHLD 6 28.851562 1557307461.2410
CHLD 7 28.812500 1557307461.2410
MEM 391.832031 1557307461.3463
CHLD 0 28.859375 1557307461.3546
CHLD 1 28.824219 1557307461.3546
CHLD 2 28.824219 1557307461.3546
CHLD 3 28.835938 1557307461.3547
CHLD 4 28.761719 1557307461.3547
CHLD 5 28.796875 1557307461.3547
CHLD 6 29.144531 1557307461.3547
CHLD 7 29.105469 1557307461.3548
MEM 391.832031 1557307461.4587
CHLD 0 28.859375 1557307461.4670
CHLD 1 28.824219 1557307461.4670
CHLD 2 28.824219 1557307461.4671
CHLD 3 28.835938 1557307461.4671
CHLD 4 28.761719 1557307461.4671
CHLD 5 29.089844 1557307461.4671
CHLD 6 29.144531 1557307461.4671
CHLD 7 29.105469 1557307461.4672
MEM 391.832031 1557307461.5710
CHLD 0 28.859375 1557307461.5810
CHLD 1 28.824219 1557307461.5811
CHLD 2 28.824219 1557307461.5811
CHLD 3 29.128906 1557307461.5811
CHLD 4 29.054688 1557307461.5811
CHLD 5 29.089844 1557307461.5812
CHLD 6 29.144531 1557307461.5812
CHLD 7 29.105469 1557307461.5812
MEM 391.832031 1557307461.6837
CHLD 0 28.859375 1557307461.6911
CHLD 1 29.117188 1557307461.6911
CHLD 2 29.117188 1557307461.6912
CHLD 3 29.128906 1557307461.6912
CHLD 4 29.054688 1557307461.6912
CHLD 5 29.089844 1557307461.6912
CHLD 6 29.144531 1557307461.6913
CHLD 7 29.105469 1557307461.6913
MEM 391.832031 1557307461.7917
CHLD 0 29.152344 1557307461.7993
CHLD 1 29.117188 1557307461.7993
CHLD 2 29.117188 1557307461.7994
CHLD 3 29.128906 1557307461.7994
CHLD 4 29.054688 1557307461.7994
CHLD 5 29.089844 1557307461.7995
CHLD 6 29.144531 1557307461.7995
CHLD 7 29.398438 1557307461.7995
MEM 391.832031 1557307461.9000
CHLD 0 29.152344 1557307461.9074
CHLD 1 29.117188 1557307461.9075
CHLD 2 29.117188 1557307461.9075
CHLD 3 29.128906 1557307461.9075
CHLD 4 29.054688 1557307461.9075
CHLD 5 29.382812 1557307461.9076
CHLD 6 29.437500 1557307461.9076
CHLD 7 29.398438 1557307461.9076
MEM 391.832031 1557307462.0107
CHLD 0 29.152344 1557307462.0178
CHLD 1 29.117188 1557307462.0179
CHLD 2 29.117188 1557307462.0179
CHLD 3 29.421875 1557307462.0179
CHLD 4 29.347656 1557307462.0180
CHLD 5 29.382812 1557307462.0180
CHLD 6 29.437500 1557307462.0180
CHLD 7 29.398438 1557307462.0180
MEM 391.832031 1557307462.1234
CHLD 0 29.152344 1557307462.1326
CHLD 1 29.410156 1557307462.1326
CHLD 2 29.410156 1557307462.1327
CHLD 3 29.421875 1557307462.1327
CHLD 4 29.347656 1557307462.1327
CHLD 5 29.382812 1557307462.1327
CHLD 6 29.437500 1557307462.1328
CHLD 7 29.398438 1557307462.1328
MEM 391.832031 1557307462.2330
CHLD 0 29.445312 1557307462.2399
CHLD 1 29.410156 1557307462.2399
CHLD 2 29.410156 1557307462.2399
CHLD 3 29.421875 1557307462.2399
CHLD 4 29.347656 1557307462.2399
CHLD 5 29.382812 1557307462.2400
CHLD 6 29.437500 1557307462.2400
CHLD 7 29.691406 1557307462.2400
MEM 391.730469 1557307462.3406
CHLD 0 29.445312 1557307462.3506
CHLD 1 29.410156 1557307462.3506
CHLD 2 29.410156 1557307462.3507
CHLD 3 29.421875 1557307462.3507
CHLD 4 29.347656 1557307462.3507
CHLD 5 29.675781 1557307462.3507
CHLD 6 29.730469 1557307462.3508
CHLD 7 29.691406 1557307462.3508
MEM 391.832031 1557307462.4544
CHLD 0 29.445312 1557307462.4615
CHLD 1 29.410156 1557307462.4616
CHLD 2 29.410156 1557307462.4616
CHLD 3 30.015625 1557307462.4616
CHLD 4 29.640625 1557307462.4617
CHLD 5 29.675781 1557307462.4617
CHLD 6 29.730469 1557307462.4617
CHLD 7 29.691406 1557307462.4617
MEM 391.832031 1557307462.5621
CHLD 0 29.445312 1557307462.5720
CHLD 1 29.410156 1557307462.5720
CHLD 2 29.703125 1557307462.5721
CHLD 3 29.714844 1557307462.5721
CHLD 4 29.640625 1557307462.5721
CHLD 5 29.675781 1557307462.5721
CHLD 6 29.730469 1557307462.5721
CHLD 7 29.691406 1557307462.5722
MEM 391.832031 1557307462.6761
CHLD 0 29.738281 1557307462.6856
CHLD 1 29.703125 1557307462.6857
CHLD 2 29.703125 1557307462.6857
CHLD 3 29.714844 1557307462.6857
CHLD 4 29.640625 1557307462.6858
CHLD 5 29.675781 1557307462.6858
CHLD 6 29.730469 1557307462.6858
CHLD 7 29.691406 1557307462.6858
MEM 391.832031 1557307462.7866
CHLD 0 29.738281 1557307462.7934
CHLD 1 29.703125 1557307462.7934
CHLD 2 29.703125 1557307462.7934
CHLD 3 29.714844 1557307462.7934
CHLD 4 29.640625 1557307462.7935
CHLD 5 29.675781 1557307462.7935
CHLD 6 30.023438 1557307462.7935
CHLD 7 29.984375 1557307462.7935
MEM 391.832031 1557307462.8961
CHLD 0 29.738281 1557307462.9061
CHLD 1 29.703125 1557307462.9061
CHLD 2 29.703125 1557307462.9061
CHLD 3 29.714844 1557307462.9062
CHLD 4 29.863281 1557307462.9062
CHLD 5 29.968750 1557307462.9062
CHLD 6 30.023438 1557307462.9062
CHLD 7 29.984375 1557307462.9062
MEM 391.832031 1557307463.0066
CHLD 0 29.738281 1557307463.0144
CHLD 1 29.703125 1557307463.0145
CHLD 2 29.703125 1557307463.0145
CHLD 3 29.714844 1557307463.0145
CHLD 4 29.863281 1557307463.0146
CHLD 5 29.968750 1557307463.0146
CHLD 6 30.023438 1557307463.0146
CHLD 7 29.984375 1557307463.0146
MEM 391.832031 1557307463.1157
CHLD 0 29.738281 1557307463.1257
CHLD 1 29.703125 1557307463.1257
CHLD 2 29.703125 1557307463.1258
CHLD 3 29.714844 1557307463.1258
CHLD 4 29.863281 1557307463.1258
CHLD 5 29.968750 1557307463.1258
CHLD 6 30.023438 1557307463.1259
CHLD 7 29.984375 1557307463.1259
MEM 391.832031 1557307463.2280
CHLD 0 29.738281 1557307463.2382
CHLD 1 29.703125 1557307463.2383
CHLD 2 29.703125 1557307463.2383
CHLD 3 29.714844 1557307463.2383
CHLD 4 29.863281 1557307463.2383
CHLD 5 29.968750 1557307463.2384
CHLD 6 30.023438 1557307463.2384
CHLD 7 29.984375 1557307463.2384
MEM 391.832031 1557307463.3400
CHLD 0 29.738281 1557307463.3474
CHLD 1 29.703125 1557307463.3475
CHLD 2 29.703125 1557307463.3475
CHLD 3 29.714844 1557307463.3475
CHLD 4 29.863281 1557307463.3476
CHLD 5 29.968750 1557307463.3476
CHLD 6 30.023438 1557307463.3476
CHLD 7 29.984375 1557307463.3478
MEM 391.835938 1557307463.4494
CHLD 0 29.738281 1557307463.4592
CHLD 1 29.703125 1557307463.4592
CHLD 2 29.703125 1557307463.4592
CHLD 3 29.714844 1557307463.4593
CHLD 4 29.863281 1557307463.4593
CHLD 5 29.968750 1557307463.4593
CHLD 6 30.023438 1557307463.4593
CHLD 7 29.984375 1557307463.4594
MEM 391.835938 1557307463.5597
CHLD 0 29.738281 1557307463.5675
CHLD 1 29.703125 1557307463.5675
CHLD 2 29.703125 1557307463.5675
CHLD 3 29.714844 1557307463.5675
CHLD 4 29.863281 1557307463.5676
CHLD 5 29.968750 1557307463.5676
CHLD 6 30.023438 1557307463.5676
CHLD 7 29.984375 1557307463.5676
MEM 391.835938 1557307463.6710
CHLD 0 29.738281 1557307463.6783
CHLD 1 29.703125 1557307463.6783
CHLD 2 29.703125 1557307463.6783
CHLD 3 29.714844 1557307463.6784
CHLD 4 29.863281 1557307463.6784
CHLD 5 29.968750 1557307463.6784
CHLD 6 30.023438 1557307463.6784
CHLD 7 29.984375 1557307463.6784
MEM 391.835938 1557307463.7791
CHLD 0 29.738281 1557307463.7867
CHLD 1 29.703125 1557307463.7868
CHLD 2 29.703125 1557307463.7868
CHLD 3 29.714844 1557307463.7868
CHLD 4 29.863281 1557307463.7868
CHLD 5 29.968750 1557307463.7869
CHLD 6 30.023438 1557307463.7869
CHLD 7 29.984375 1557307463.7869
MEM 391.671875 1557307463.8922
MEM 391.851562 1557307464.0065
CHLD 0 11.207031 1557307464.0153
CHLD 1 11.199219 1557307464.0154
CHLD 2 11.179688 1557307464.0154
CHLD 3 11.058594 1557307464.0154
CHLD 4 11.050781 1557307464.0154
CHLD 5 11.109375 1557307464.0155
CHLD 6 11.078125 1557307464.0155
CHLD 7 11.363281 1557307464.0155
MEM 391.843750 1557307464.1164
CHLD 0 11.207031 1557307464.1258
CHLD 1 11.199219 1557307464.1258
CHLD 2 11.179688 1557307464.1258
CHLD 3 11.058594 1557307464.1259
CHLD 4 11.050781 1557307464.1259
CHLD 5 11.449219 1557307464.1259
CHLD 6 11.417969 1557307464.1259
CHLD 7 11.363281 1557307464.1259
MEM 391.851562 1557307464.2265
