CMDLINE /Users/kanavanand/venv/bin/python3 main.py
MEM 0.273438 1557307060.0532
MEM 11.660156 1557307060.1638
MEM 21.292969 1557307060.2707
MEM 41.136719 1557307060.3816
MEM 48.445312 1557307060.4873
MEM 55.089844 1557307060.5945
MEM 65.273438 1557307060.7037
MEM 69.761719 1557307060.8101
MEM 74.281250 1557307060.9155
MEM 77.351562 1557307061.0218
MEM 78.257812 1557307061.1288
