0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,1.0,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.01,1e-06
0.9,0.999,0.0,0.1,1e-06
0.9,0.999,0.0,0.001,0.1
0.9,0.999,0.0,0.0001,0.1
0.9,0.999,0.0,0.001,1.0
0.9,0.999,0.0,0.001,1.0
0.9,0.999,0.0,0.001,0.1
0.9,0.999,0.0,0.001,0.1
0.9,0.999,0.0,0.001,0.1
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.01,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.0001,1e-06
0.9,0.999,0.0,0.0001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.0001,1e-06
0.9,0.999,0.0,0.001,1e-08
0.9,0.999,0.0,0.0001,1e-08
0.9,0.999,0.0,0.0001,1e-08
0.9,0.999,0.0,0.0001,1e-08
0.9,0.999,0.9,0.001,1e-10
0.0,0.999,0.9,0.001,1e-10
0.0,0.999,0.9,0.01,1e-10
0.0,0.0,0.9,0.01,1e-10
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0005,0.0003,1e-06
0.9,0.999,0.0005,0.0003,1e-06
0.9,0.999,0.0005,0.001,1e-06
0.9,0.999,0.0005,0.0003,1e-06
0.9,0.999,0.0,0.001,1e-06
0.5,0.5,0.9,0.5,0.9
0.99,0.99,0.6,0.009,1e-05
0.9,0.999,0.0,0.001,1e-05
0.9,0.999,0.0,0.001,1e-05
0.9,0.999,0.001,0.001,1e-05
0.9,0.999,0.0,0.0001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.0001,1e-06
0.9,0.999,0.0,0.0001,1e-06
0.9,0.999,0.95,0.0001,1e-06
0.9,0.999,0.05,0.0001,1e-06
0.9,0.999,0.005,0.0001,1e-06
0.9,0.999,0.0,0.0001,1e-06
0.9,0.999,0.005,0.0001,1e-06
0.9,0.999,0.0,0.0001,1e-06
0.9,0.999,0.0,0.0001,1e-06
0.9,0.999,0.0,0.0001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.01,1e-06
0.9,0.999,0.0,0.01,1e-06
0.9,0.999,0.0,0.01,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.0001,1e-06
0.9,0.999,0.0,1e-05,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.1,1e-06
0.9,0.999,0.0,0.01,1e-06
0.9,0.999,0.005,0.001,1e-06
0.9,0.999,0.03,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.001,1e-06
0.9,0.99,0.001,0.05,1e-08
0.9,0.99,0.001,0.05,1e-08
0.9,0.99,0.001,0.05,1e-08
0.9,0.99,0.001,0.05,0.1
0.9,0.999,0.0,0.001,1e-06
0.9,0.999,0.0,0.0001,1e-06
