0.9,1e-06,0.0,1.0
0.9,1e-06,0.0,1.0
0.9,1e-06,0.0,0.001
0.9,1e-06,0.0,0.001
0.9,1e-06,0.0,0.001
0.9,1e-06,0.0,0.001
0.9,1e-06,0.0,0.001
0.9,1e-06,0.0,0.001
0.9,1e-06,0.0,0.02
0.9,1e-06,0.0,0.05
0.9,1e-07,0.0,0.05
0.9,2e-06,0.0,0.05
0.9,5e-06,0.0,0.05
0.9,5e-06,0.0001,0.05
0.9,5e-06,0.0001,0.05
0.9,5e-06,0.0001,0.05
0.9,5e-06,0.0001,0.05
0.9,5e-06,0.0001,0.06
0.9,1e-06,0.0005,0.001
0.8,1e-06,0.0,0.01
0.9,1e-06,0.0,0.001
0.9,1e-06,0.0,0.001
0.9,1e-06,0.0,0.001
0.9,1e-06,5e-05,0.001
0.9,1e-06,0.0,0.001
0.9,1e-06,0.0,0.001
0.9,1e-06,0.0,0.001
0.9,1e-06,0.0,0.001
0.95,0.1,0.01,0.05
