0.75,0.0001,0.0,0.001
0.75,0.0001,0.0,0.001
0.75,0.0001,0.0,0.001
0.75,0.0001,0.0,0.1
0.75,0.0001,0.0,0.01
0.75,0.0001,0.0,0.1
0.75,0.0001,0.0,0.1
0.75,0.0001,0.0,0.1
0.75,0.0001,0.0,0.1
0.75,0.0001,0.0,0.01
0.75,0.0001,0.0,0.01
0.75,0.0001,0.0,0.001
0.75,0.0001,0.0,0.001
0.75,0.0001,0.0,0.001
7.0,7.0,5.0,2000.0
0.75,0.0001,0.0,0.001
0.75,0.0001,0.0,0.001
10.0,10.0,10.0,10.0
0.75,0.0001,0.0,0.001
0.75,0.0001,0.0,0.001
0.75,0.0001,0.0,0.001
0.75,0.0001,0.0,0.001
0.75,0.0001,0.0005,0.001
0.99,0.99,0.6,0.09
0.75,0.0001,0.0,0.01
0.75,0.0001,0.0,0.01
0.75,0.0001,0.0,0.01
0.75,0.0001,0.0,0.01
0.75,0.0001,0.0,0.01
0.75,0.0001,0.0,0.01
0.75,0.0001,0.0,0.001
0.75,0.0001,0.0,0.001
0.75,0.0001,0.0,0.001
0.75,0.0001,0.0,0.001
